"disease"	"codetype"	"diag_code"	"readcode"	"description"	"comment"
"1133"	"Peripheral arterial disease"	"Aurum"	"256133012"	"2I16.00"	"O/E - gangrene"	""
"1134"	"Peripheral arterial disease"	"Aurum"	"271416011"	"7A10300"	"Axillo-unifemoral PTFE bypass graft"	""
"1135"	"Peripheral arterial disease"	"Aurum"	"271603018"	"7A26100"	"Bypass of axillary artery NEC"	""
"1136"	"Peripheral arterial disease"	"Aurum"	"271613014"	"7A26B00"	"Endarterectomy of axillary artery NEC"	""
"1137"	"Peripheral arterial disease"	"Aurum"	"271639012"	"7A27B00"	"Open embolectomy of axillary artery"	""
"1138"	"Peripheral arterial disease"	"Aurum"	"271670016"	"7A28C00"	"Percutaneous transluminal angioplasty of axillary artery"	""
"1139"	"Peripheral arterial disease"	"Aurum"	"271671017"	"7A28D00"	"Percutaneous transluminal embolectomy of axillary artery"	""
"1140"	"Peripheral arterial disease"	"Aurum"	"271865013"	"7A41E00"	"Emergency bypass of iliac artery by unspecified anastomosis"	""
"1141"	"Peripheral arterial disease"	"Aurum"	"271867017"	"7A41y00"	"Other specified other bypass of iliac artery"	""
"1142"	"Peripheral arterial disease"	"Aurum"	"271868010"	"7A41z00"	"Other bypass of iliac artery NOS"	""
"1143"	"Peripheral arterial disease"	"Aurum"	"271900018"	"7A44000"	"Percutaneous transluminal angioplasty of iliac artery"	""
"1144"	"Peripheral arterial disease"	"Aurum"	"271901019"	"7A44100"	"Percutaneous transluminal embolectomy of iliac artery"	""
"1145"	"Peripheral arterial disease"	"Aurum"	"271905011"	"7A44300"	"Insertion of iliac artery stent"	""
"1146"	"Peripheral arterial disease"	"Aurum"	"272003016"	"7A48z00"	"Other bypass of femoral artery or popliteal artery NOS"	""
"1147"	"Peripheral arterial disease"	"Aurum"	"272013012"	"7A49200"	"Endarterectomy of femoral artery NEC"	""
"1148"	"Peripheral arterial disease"	"Aurum"	"272014018"	"7A49300"	"Endarterectomy of popliteal artery NEC"	""
"1149"	"Peripheral arterial disease"	"Aurum"	"272017013"	"7A49600"	"Profundoplasty of femoral artery NEC"	""
"1150"	"Peripheral arterial disease"	"Aurum"	"272018015"	"7A49700"	"Profundoplasty of popliteal artery NEC"	""
"1151"	"Peripheral arterial disease"	"Aurum"	"272031013"	"7A4A200"	"Open embolectomy of femoral artery"	""
"1152"	"Peripheral arterial disease"	"Aurum"	"272032018"	"7A4A211"	"Open thrombectomy of femoral artery"	""
"1153"	"Peripheral arterial disease"	"Aurum"	"272033011"	"7A4A212"	"Open femoral embolectomy"	""
"1154"	"Peripheral arterial disease"	"Aurum"	"272034017"	"7A4A311"	"Open thrombectomy of popliteal artery"	""
"1155"	"Peripheral arterial disease"	"Aurum"	"272035016"	"7A4A300"	"Open embolectomy popliteal artery"	""
"1156"	"Peripheral arterial disease"	"Aurum"	"272052017"	"7A4B000"	"Percutaneous transluminal angioplasty of femoral artery"	""
"1157"	"Peripheral arterial disease"	"Aurum"	"272055015"	"7A4B200"	"Percutaneous transluminal embolectomy of femoral artery"	""
"1158"	"Peripheral arterial disease"	"Aurum"	"272056019"	"7A4B300"	"Percutaneous transluminal embolectomy of popliteal artery"	""
"1159"	"Peripheral arterial disease"	"Aurum"	"272097014"	"7A53000"	"Open embolectomy of artery NEC"	""
"1160"	"Peripheral arterial disease"	"Aurum"	"2762941000006113"	""	"Endarterectomy of femoral artery"	""
"1161"	"Peripheral arterial disease"	"Aurum"	"281211000006117"	"C109500"	"Non-insulin dependent diabetes mellitus with gangrene"	""
"1162"	"Peripheral arterial disease"	"Aurum"	"292523015"	"C107z00"	"Diabetes mellitus NOS with peripheral circulatory disorder"	""
"1163"	"Peripheral arterial disease"	"Aurum"	"292541011"	"C10E600"	"Type 1 diabetes mellitus with gangrene"	""
"1164"	"Peripheral arterial disease"	"Aurum"	"292543014"	"C10E611"	"Type I diabetes mellitus with gangrene"	""
"1165"	"Peripheral arterial disease"	"Aurum"	"292582011"	"C10F511"	"Type II diabetes mellitus with gangrene"	""
"1166"	"Peripheral arterial disease"	"Aurum"	"292583018"	"C10F500"	"Type 2 diabetes mellitus with gangrene"	""
"1167"	"Peripheral arterial disease"	"Aurum"	"2948511000006115"	""	"Peripheral vascular shutdown"	""
"1168"	"Peripheral arterial disease"	"Aurum"	"2948521000006111"	""	"Peripheral circulatory failure"	""
"1169"	"Peripheral arterial disease"	"Aurum"	"2948531000006114"	""	"Peripheral vascular failure"	""
"1170"	"Peripheral arterial disease"	"Aurum"	"300433019"	"G702.00"	"Extremity artery atheroma"	""
"1171"	"Peripheral arterial disease"	"Aurum"	"300434013"	"G702z00"	"Extremity artery atheroma NOS"	""
"1172"	"Peripheral arterial disease"	"Aurum"	"300436010"	"G70z.00"	"Arteriosclerotic vascular disease NOS"	""
"1173"	"Peripheral arterial disease"	"Aurum"	"300504018"	"G732.00"	"Peripheral gangrene"	""
"1174"	"Peripheral arterial disease"	"Aurum"	"300505017"	"G732000"	"Gangrene of toe"	""
"1175"	"Peripheral arterial disease"	"Aurum"	"300506016"	"G732100"	"Gangrene of foot"	""
"1176"	"Peripheral arterial disease"	"Aurum"	"300510018"	"G73y.00"	"Other specified peripheral vascular disease"	""
"1177"	"Peripheral arterial disease"	"Aurum"	"300511019"	"G73y100"	"Peripheral angiopathic disease EC NOS"	""
"1178"	"Peripheral arterial disease"	"Aurum"	"300514010"	"G73yz00"	"Other specified peripheral vascular disease NOS"	""
"1179"	"Peripheral arterial disease"	"Aurum"	"300515011"	"G73zz00"	"Peripheral vascular disease NOS"	""
"1180"	"Peripheral arterial disease"	"Aurum"	"300534011"	"G742.00"	"Embolism and thrombosis of an arm or leg artery"	""
"1181"	"Peripheral arterial disease"	"Aurum"	"300539018"	"G742400"	"Embolism and thrombosis of the femoral artery"	""
"1182"	"Peripheral arterial disease"	"Aurum"	"300540016"	"G742500"	"Embolism and thrombosis of the popliteal artery"	""
"1183"	"Peripheral arterial disease"	"Aurum"	"300541017"	"G742600"	"Embolism and thrombosis of the anterior tibial artery"	""
"1184"	"Peripheral arterial disease"	"Aurum"	"300542012"	"G742700"	"Embolism and thrombosis of the dorsalis pedis artery"	""
"1185"	"Peripheral arterial disease"	"Aurum"	"300543019"	"G742800"	"Embolism and thrombosis of the posterior tibial artery"	""
"1186"	"Peripheral arterial disease"	"Aurum"	"300547018"	"G742900"	"Embolism and thrombosis of a leg artery NOS"	""
"1187"	"Peripheral arterial disease"	"Aurum"	"300550015"	"G742z00"	"Peripheral arterial embolism and thrombosis NOS"	""
"1188"	"Peripheral arterial disease"	"Aurum"	"300553018"	"G74y000"	"Embolism and/or thrombosis of the common iliac artery"	""
"1189"	"Peripheral arterial disease"	"Aurum"	"300554012"	"G74y100"	"Embolism and/or thrombosis of the internal iliac artery"	""
"1190"	"Peripheral arterial disease"	"Aurum"	"300555013"	"G74y200"	"Embolism and/or thrombosis of the external iliac artery"	""
"1191"	"Peripheral arterial disease"	"Aurum"	"300556014"	"G74y300"	"Embolism and thrombosis of the iliac artery unspecified"	""
"1192"	"Peripheral arterial disease"	"Aurum"	"300559019"	"G74y700"	"Embolism and thrombosis of the axillary artery"	""
"1193"	"Peripheral arterial disease"	"Aurum"	"300959012"	"Gyu7000"	"[X]Atherosclerosis of other arteries"	""
"1194"	"Peripheral arterial disease"	"Aurum"	"300963017"	"Gyu7400"	"[X]Other specified peripheral vascular diseases"	""
"1195"	"Peripheral arterial disease"	"Aurum"	"300970017"	"Gyu7A00"	"[X]Peripheral angiopathy in diseases classified elsewhere"	""
"1196"	"Peripheral arterial disease"	"Aurum"	"302011"	"G73y000"	"Diabetic peripheral angiopathy"	""
"1197"	"Peripheral arterial disease"	"Aurum"	"31351000006112"	"7A47z00"	"Other emergency bypass of femoral or popliteal artery NOS"	""
"1198"	"Peripheral arterial disease"	"Aurum"	"31361000006114"	"7A47y00"	"Other emergency bypass of femoral or popliteal artery OS"	""
"1199"	"Peripheral arterial disease"	"Aurum"	"32181000006113"	"7A47.11"	"Other emerg bypass femoral or popliteal art by anastomosis"	""
"1200"	"Peripheral arterial disease"	"Aurum"	"3220141000006119"	""	"Bypass of femoral artery by anastomosis of femoral artery to femoral artery"	""
"1201"	"Peripheral arterial disease"	"Aurum"	"3322941000006110"	""	"Femoral-popliteal artery bypass graft with vein"	""
"1202"	"Peripheral arterial disease"	"Aurum"	"3322951000006112"	""	"Femoral-popliteal in-situ vein bypass"	""
"1203"	"Peripheral arterial disease"	"Aurum"	"3322961000006114"	""	"Femoropopliteal reversed vein bypass graft"	""
"1204"	"Peripheral arterial disease"	"Aurum"	"3326611000006118"	""	"Iliofemoral vascular bypass"	""
"1205"	"Peripheral arterial disease"	"Aurum"	"3326621000006114"	""	"Iliofemoral graft"	""
"1206"	"Peripheral arterial disease"	"Aurum"	"3326631000006112"	""	"Ilio-femoral artery bypass"	""
"1207"	"Peripheral arterial disease"	"Aurum"	"3326641000006119"	""	"Iliac-femoral arterial bypass"	""
"1208"	"Peripheral arterial disease"	"Aurum"	"349661010"	"7A48.16"	"Other bypass of superficial femoral artery"	""
"1209"	"Peripheral arterial disease"	"Aurum"	"349662015"	"7A48.15"	"Other bypass of popliteal artery"	""
"1210"	"Peripheral arterial disease"	"Aurum"	"349663013"	"7A48.14"	"Other bypass of femoral artery"	""
"1211"	"Peripheral arterial disease"	"Aurum"	"349664019"	"7A48.13"	"Other bypass of deep femoral artery"	""
"1212"	"Peripheral arterial disease"	"Aurum"	"349665018"	"7A48.12"	"Other bypass of common femoral artery"	""
"1213"	"Peripheral arterial disease"	"Aurum"	"349666017"	"7A48.11"	"Other bypass of femoral or popliteal artery by anastomosis"	""
"1214"	"Peripheral arterial disease"	"Aurum"	"349667014"	"7A47.16"	"Other emergency bypass of femoral artery"	""
"1215"	"Peripheral arterial disease"	"Aurum"	"349668016"	"7A47.15"	"Other emergency bypass of superficial femoral artery"	""
"1216"	"Peripheral arterial disease"	"Aurum"	"349669012"	"7A47.14"	"Other emergency bypass of popliteal artery"	""
"1217"	"Peripheral arterial disease"	"Aurum"	"349670013"	"7A47.13"	"Other emergency bypass of deep femoral artery"	""
"1218"	"Peripheral arterial disease"	"Aurum"	"349671012"	"7A47.12"	"Other emergency bypass of common femoral artery"	""
"1219"	"Peripheral arterial disease"	"Aurum"	"349677011"	"7A41.11"	"Other bypass of iliac artery by anastomosis"	""
"1220"	"Peripheral arterial disease"	"Aurum"	"350533013"	"G73..13"	"Peripheral ischaemia"	""
"1221"	"Peripheral arterial disease"	"Aurum"	"350535018"	"G73..11"	"Peripheral ischaemic vascular disease"	""
"1222"	"Peripheral arterial disease"	"Aurum"	"350540014"	""	"Upper limb ischaemia"	""
"1223"	"Peripheral arterial disease"	"Aurum"	"3532661000006118"	""	"IC - Intermittent claudication"	""
"1224"	"Peripheral arterial disease"	"Aurum"	"359071000000111"	"7A6S000"	"Percutaneous transluminal angioplasty of vein NEC"	""
"1225"	"Peripheral arterial disease"	"Aurum"	"36061000006118"	"7A48y00"	"Other bypass of femoral artery or popliteal artery OS"	""
"1226"	"Peripheral arterial disease"	"Aurum"	"394323019"	"7A41.00"	"Other bypass of iliac artery"	""
"1227"	"Peripheral arterial disease"	"Aurum"	"394328011"	"7A42012"	"Iliac endarterectomy and patch"	""
"1228"	"Peripheral arterial disease"	"Aurum"	"394329015"	"7A42100"	"Endarterectomy of iliac artery NEC"	""
"1229"	"Peripheral arterial disease"	"Aurum"	"394332017"	"7A43100"	"Open embolectomy of iliac artery"	""
"1230"	"Peripheral arterial disease"	"Aurum"	"394338018"	"7A47.00"	"Other emergency bypass of femoral artery or popliteal artery"	""
"1231"	"Peripheral arterial disease"	"Aurum"	"394339014"	"7A48.00"	"Other bypass of femoral artery or popliteal artery"	""
"1232"	"Peripheral arterial disease"	"Aurum"	"394346017"	"7A52000"	"Endarterectomy and patch repair of artery NEC"	""
"1233"	"Peripheral arterial disease"	"Aurum"	"395791015"	"G73..00"	"Other peripheral vascular disease"	""
"1234"	"Peripheral arterial disease"	"Aurum"	"410964019"	"7A42011"	"Endarterectomy and patch repair of common iliac artery"	""
"1235"	"Peripheral arterial disease"	"Aurum"	"410965018"	"7A42111"	"Endarterectomy of common iliac artery NEC"	""
"1236"	"Peripheral arterial disease"	"Aurum"	"410982016"	"7A4B.15"	"Transluminal procedure on superficial femoral artery"	""
"1237"	"Peripheral arterial disease"	"Aurum"	"410983014"	"7A4B.11"	"Transluminal procedure on common femoral artery"	""
"1238"	"Peripheral arterial disease"	"Aurum"	"410984015"	"7A4B.12"	"Transluminal procedure on deep femoral artery"	""
"1239"	"Peripheral arterial disease"	"Aurum"	"410985019"	"7A4B.14"	"Transluminal procedure on popliteal artery"	""
"1240"	"Peripheral arterial disease"	"Aurum"	"410986018"	"7A4B.13"	"Transluminal procedure on femoral artery"	""
"1241"	"Peripheral arterial disease"	"Aurum"	"411214011"	"7A43111"	"Open embolectomy of common iliac artery"	""
"1242"	"Peripheral arterial disease"	"Aurum"	"411512011"	"G73z011"	"Claudication"	""
"1243"	"Peripheral arterial disease"	"Aurum"	"4214791000006113"	""	"Femoral-popliteal artery bypass graft"	""
"1244"	"Peripheral arterial disease"	"Aurum"	"4214801000006114"	""	"Femoral-popliteal artery vascular bypass"	""
"1245"	"Peripheral arterial disease"	"Aurum"	"4214821000006116"	""	"FPB - Femoropopliteal bypass"	""
"1246"	"Peripheral arterial disease"	"Aurum"	"4214831000006118"	""	"Femoropopliteal bypass"	""
"1247"	"Peripheral arterial disease"	"Aurum"	"4214841000006111"	""	"AK - Above knee femoral popliteal bypass graft"	""
"1248"	"Peripheral arterial disease"	"Aurum"	"4214851000006113"	""	"Femoropopliteal bypass graft"	""
"1249"	"Peripheral arterial disease"	"Aurum"	"4214861000006110"	""	"Bypass of popliteal artery by anastomosis of popliteal artery to femoral artery"	""
"1250"	"Peripheral arterial disease"	"Aurum"	"4392201000006111"	""	"Diabetic peripheral vascular disease"	""
"1251"	"Peripheral arterial disease"	"Aurum"	"4392211000006114"	""	"Diabetes with peripheral circulatory disorder"	""
"1252"	"Peripheral arterial disease"	"Aurum"	"4392221000006118"	""	"Peripheral angiopathy due to diabetes mellitus"	""
"1253"	"Peripheral arterial disease"	"Aurum"	"443199013"	"G733.00"	"Ischaemic foot"	""
"1254"	"Peripheral arterial disease"	"Aurum"	"450665015"	"2G63.00"	"Ischaemic toe"	""
"1255"	"Peripheral arterial disease"	"Aurum"	"453932012"	"246I.00"	"O/E - Arterial pressure index abnormal"	""
"1256"	"Peripheral arterial disease"	"Aurum"	"455901014"	"7A44400"	"Percutaneous transluminal insertion of iliac artery stent"	""
"1257"	"Peripheral arterial disease"	"Aurum"	"456363010"	"7A6H400"	"Percutaneous transluminal angioplasty of vascular graft"	""
"1258"	"Peripheral arterial disease"	"Aurum"	"4583161000006113"	""	"On examination - gangrene"	""
"1259"	"Peripheral arterial disease"	"Aurum"	"458505013"	"G76z000"	"Iliac artery occlusion"	""
"1260"	"Peripheral arterial disease"	"Aurum"	"458506014"	"G76z100"	"Femoral artery occlusion"	""
"1261"	"Peripheral arterial disease"	"Aurum"	"458507017"	"G76z200"	"Popliteal artery occlusion"	""
"1262"	"Peripheral arterial disease"	"Aurum"	"459306016"	"C10FF11"	"Type II diabetes mellitus with peripheral angiopathy"	""
"1263"	"Peripheral arterial disease"	"Aurum"	"459308015"	"C10FF00"	"Type 2 diabetes mellitus with peripheral angiopathy"	""
"1264"	"Peripheral arterial disease"	"Aurum"	"4666391000006119"	""	"Axillo-unifemoral polytetrafluoroethylene bypass graft"	""
"1265"	"Peripheral arterial disease"	"Aurum"	"4667771000006118"	""	"Iliofemoral prosthetic crossover graft"	""
"1266"	"Peripheral arterial disease"	"Aurum"	"4668151000006111"	""	"Percutaneous embolectomy of femoral artery"	""
"1267"	"Peripheral arterial disease"	"Aurum"	"4668171000006118"	""	"Percutaneous embolectomy of popliteal artery"	""
"1268"	"Peripheral arterial disease"	"Aurum"	"491581000006110"	"G70..11"	"Arteriosclerosis"	""
"1269"	"Peripheral arterial disease"	"Aurum"	"501011000006118"	"7A10200"	"Axillo-bifemoral bypass graft"	""
"1270"	"Peripheral arterial disease"	"Aurum"	"5047871000006117"	""	"Balloon angioplasty of artery"	""
"1271"	"Peripheral arterial disease"	"Aurum"	"5048871000006118"	""	"Endarterectomy of the CIA - common iliac artery"	""
"1272"	"Peripheral arterial disease"	"Aurum"	"5049951000006113"	""	"Axillobifemoral bypass graft"	""
"1273"	"Peripheral arterial disease"	"Aurum"	"5049971000006115"	""	"Femorofemoral crossover bypass graft"	""
"1274"	"Peripheral arterial disease"	"Aurum"	"5049981000006117"	""	"Xover - Femorofemoral crossover bypass graft"	""
"1275"	"Peripheral arterial disease"	"Aurum"	"5049991000006119"	""	"FFX - Femorofemoral crossover bypass graft"	""
"1276"	"Peripheral arterial disease"	"Aurum"	"5050001000006119"	""	"Femfem X over - femorofemoral crossover bypass graft"	""
"1277"	"Peripheral arterial disease"	"Aurum"	"5050031000006110"	""	"Femorodistal bypass"	""
"1278"	"Peripheral arterial disease"	"Aurum"	"5050041000006117"	""	"Femdistal - Femorodistal bypass graft"	""
"1279"	"Peripheral arterial disease"	"Aurum"	"5050051000006115"	""	"FDB - Femorodistal bypass"	""
"1280"	"Peripheral arterial disease"	"Aurum"	"5050061000006118"	""	"BK - Below knee femoral popliteal bypass graft"	""
"1281"	"Peripheral arterial disease"	"Aurum"	"5050071000006113"	""	"Femoro-distal bypass"	""
"1282"	"Peripheral arterial disease"	"Aurum"	"5056251000006110"	""	"Asymptomatic ischemia"	""
"1283"	"Peripheral arterial disease"	"Aurum"	"5057981000006111"	""	"Peripheral ischemic vascular disease"	""
"1284"	"Peripheral arterial disease"	"Aurum"	"5058001000006116"	""	"Peripheral ischemia"	""
"1285"	"Peripheral arterial disease"	"Aurum"	"5058021000006114"	""	"Upper limb ischemia"	""
"1286"	"Peripheral arterial disease"	"Aurum"	"5058071000006110"	""	"Lower limb ischaemia"	""
"1287"	"Peripheral arterial disease"	"Aurum"	"5058081000006113"	""	"Lower limb ischemia"	""
"1288"	"Peripheral arterial disease"	"Aurum"	"5058091000006111"	""	"Ischemic leg"	""
"1289"	"Peripheral arterial disease"	"Aurum"	"530111000006119"	"7A48800"	"Bypass femoral artery by fem/peron a anast c prosthesis NEC"	""
"1290"	"Peripheral arterial disease"	"Aurum"	"530121000006110"	"7A48A00"	"Bypass femoral artery by fem/peron a anast c vein graft NEC"	""
"1291"	"Peripheral arterial disease"	"Aurum"	"530131000006113"	"7A48000"	"Bypass femoral artery by fem/pop art anast c prosthesis NEC"	""
"1292"	"Peripheral arterial disease"	"Aurum"	"530141000006115"	"7A48200"	"Bypass femoral artery by fem/pop art anast c vein graft NEC"	""
"1293"	"Peripheral arterial disease"	"Aurum"	"530151000006118"	"7A48400"	"Bypass femoral artery by fem/tib art anast c prosthesis NEC"	""
"1294"	"Peripheral arterial disease"	"Aurum"	"530161000006116"	"7A48600"	"Bypass femoral artery by fem/tib art anast c vein graft NEC"	""
"1295"	"Peripheral arterial disease"	"Aurum"	"530171000006111"	"7A48C00"	"Bypass femoral artery by femoral/femoral art anastomosis NEC"	""
"1296"	"Peripheral arterial disease"	"Aurum"	"530191000006112"	"7A41300"	"Bypass iliac artery by femoral/femoral art anastomosis NEC"	""
"1297"	"Peripheral arterial disease"	"Aurum"	"530201000006110"	"7A41100"	"Bypass iliac artery by iliac/femoral artery anastomosis NEC"	""
"1298"	"Peripheral arterial disease"	"Aurum"	"530211000006113"	"7A41D00"	"Bypass iliac artery by iliac/iliac artery anastomosis NEC"	""
"1299"	"Peripheral arterial disease"	"Aurum"	"530781000006110"	"7A48B00"	"Bypass popliteal art by pop/peron art anast c vein graft NEC"	""
"1300"	"Peripheral arterial disease"	"Aurum"	"530791000006113"	"7A48D00"	"Bypass popliteal artery by pop/fem artery anastomosis NEC"	""
"1301"	"Peripheral arterial disease"	"Aurum"	"530801000006114"	"7A48900"	"Bypass popliteal artery by pop/peron art anast c prosth NEC"	""
"1302"	"Peripheral arterial disease"	"Aurum"	"530811000006112"	"7A48100"	"Bypass popliteal artery by pop/pop a anast c prosthesis NEC"	""
"1303"	"Peripheral arterial disease"	"Aurum"	"530821000006116"	"7A48300"	"Bypass popliteal artery by pop/pop a anast c vein graft NEC"	""
"1304"	"Peripheral arterial disease"	"Aurum"	"530831000006118"	"7A48500"	"Bypass popliteal artery by pop/tib a anast c prosthesis NEC"	""
"1305"	"Peripheral arterial disease"	"Aurum"	"530841000006111"	"7A48700"	"Bypass popliteal artery by pop/tib a anast c vein graft NEC"	""
"1306"	"Peripheral arterial disease"	"Aurum"	"5568871000006110"	""	"Emergency femorofemoral prosthetic crossover graft"	""
"1307"	"Peripheral arterial disease"	"Aurum"	"5592141000006110"	""	"Balloon angioplasty of vein"	""
"1308"	"Peripheral arterial disease"	"Aurum"	"5898341000006114"	""	"Ischemic foot"	""
"1309"	"Peripheral arterial disease"	"Aurum"	"5967961000006116"	""	"Ischemic toe"	""
"1310"	"Peripheral arterial disease"	"Aurum"	"5999041000006113"	""	"On examination - Arterial pressure index abnormal"	""
"1311"	"Peripheral arterial disease"	"Aurum"	"6019801000006110"	""	"Femoropopliteal prosthetic bypass graft"	""
"1312"	"Peripheral arterial disease"	"Aurum"	"616351000006115"	"C107.11"	"Diabetes mellitus with gangrene"	""
"1313"	"Peripheral arterial disease"	"Aurum"	"616441000006113"	"C107.00"	"Diabetes mellitus with peripheral circulatory disorder"	""
"1314"	"Peripheral arterial disease"	"Aurum"	"616561000006113"	"C107200"	"Diabetes mellitus, adult with gangrene"	""
"1315"	"Peripheral arterial disease"	"Aurum"	"616581000006115"	"C107100"	"Diabetes mellitus, adult, + peripheral circulatory disorder"	""
"1316"	"Peripheral arterial disease"	"Aurum"	"616591000006117"	"C107000"	"Diabetes mellitus, juvenile +peripheral circulatory disorder"	""
"1317"	"Peripheral arterial disease"	"Aurum"	"616831000006118"	"C107.12"	"Diabetes with gangrene"	""
"1318"	"Peripheral arterial disease"	"Aurum"	"639401000006114"	"7A47A00"	"Emerg bypass fem art by fem/peron a anast c vein graft NEC"	""
"1319"	"Peripheral arterial disease"	"Aurum"	"639411000006112"	"7A47800"	"Emerg bypass femoral art by fem/peron art anast c prosth NEC"	""
"1320"	"Peripheral arterial disease"	"Aurum"	"639421000006116"	"7A47200"	"Emerg bypass femoral art by fem/pop a anast c vein graft NEC"	""
"1321"	"Peripheral arterial disease"	"Aurum"	"639431000006118"	"7A47000"	"Emerg bypass femoral art by fem/pop art anast c prosth NEC"	""
"1322"	"Peripheral arterial disease"	"Aurum"	"639441000006111"	"7A47600"	"Emerg bypass femoral art by fem/tib a anast c vein graft NEC"	""
"1323"	"Peripheral arterial disease"	"Aurum"	"639451000006113"	"7A47400"	"Emerg bypass femoral art by fem/tib art anast c prosth NEC"	""
"1324"	"Peripheral arterial disease"	"Aurum"	"639461000006110"	"7A47C00"	"Emerg bypass femoral artery by fem/fem art anastomosis NEC"	""
"1325"	"Peripheral arterial disease"	"Aurum"	"639471000006115"	"7A41000"	"Emerg bypass iliac art by iliac/femoral art anastomosis NEC"	""
"1326"	"Peripheral arterial disease"	"Aurum"	"639491000006119"	"7A41200"	"Emerg bypass iliac artery by femoral/femoral art anast NEC"	""
"1327"	"Peripheral arterial disease"	"Aurum"	"639501000006110"	"7A41800"	"Emerg bypass iliac artery by iliac/iliac art anastomosis NEC"	""
"1328"	"Peripheral arterial disease"	"Aurum"	"639541000006112"	"7A47B00"	"Emerg bypass pop art by pop/peron art anast c vein graft NEC"	""
"1329"	"Peripheral arterial disease"	"Aurum"	"639551000006114"	"7A47300"	"Emerg bypass pop art by pop/pop art anast c vein graft NEC"	""
"1330"	"Peripheral arterial disease"	"Aurum"	"639561000006111"	"7A47700"	"Emerg bypass pop art by pop/tib art anast c vein graft NEC"	""
"1331"	"Peripheral arterial disease"	"Aurum"	"639571000006116"	"7A47900"	"Emerg bypass popliteal art by pop/peron a anast c prosth NEC"	""
"1332"	"Peripheral arterial disease"	"Aurum"	"639581000006118"	"7A47100"	"Emerg bypass popliteal art by pop/pop art anast c prosth NEC"	""
"1333"	"Peripheral arterial disease"	"Aurum"	"639591000006115"	"7A47500"	"Emerg bypass popliteal art by pop/tib art anast c prosth NEC"	""
"1334"	"Peripheral arterial disease"	"Aurum"	"639601000006111"	"7A47D00"	"Emerg bypass popliteal artery by pop/fem art anastomosis NEC"	""
"1335"	"Peripheral arterial disease"	"Aurum"	"640081000006119"	"7A41211"	"Emergency femoro-femoral prosthetic cross over graft"	""
"1336"	"Peripheral arterial disease"	"Aurum"	"641541000006114"	"7A26800"	"Endarterectomy and patch repair of axillary artery"	""
"1337"	"Peripheral arterial disease"	"Aurum"	"641681000006116"	"7A49000"	"Endarterectomy and patch repair of femoral artery"	""
"1338"	"Peripheral arterial disease"	"Aurum"	"641691000006118"	"7A42000"	"Endarterectomy and patch repair of iliac artery"	""
"1339"	"Peripheral arterial disease"	"Aurum"	"641701000006118"	"7A49100"	"Endarterectomy and patch repair of popliteal artery"	""
"1340"	"Peripheral arterial disease"	"Aurum"	"6510211000006118"	""	"Axillary-femoral arterial bypass"	""
"1341"	"Peripheral arterial disease"	"Aurum"	"6510231000006112"	""	"Axillary-femoral vascular bypass"	""
"1342"	"Peripheral arterial disease"	"Aurum"	"6632221000006112"	""	"Peripheral arterial occlusive disease"	""
"1343"	"Peripheral arterial disease"	"Aurum"	"6632231000006110"	""	"PAOD - Peripheral arterial occlusive disease"	""
"1344"	"Peripheral arterial disease"	"Aurum"	"6632251000006115"	""	"Peripheral angiopathy"	""
"1345"	"Peripheral arterial disease"	"Aurum"	"6632261000006118"	""	"PVD - Peripheral vascular disease"	""
"1346"	"Peripheral arterial disease"	"Aurum"	"6632271000006113"	""	"Peripheral artery occlusive disease"	""
"1347"	"Peripheral arterial disease"	"Aurum"	"6633851000006110"	""	"PVD-peripheral vascular disease"	""
"1348"	"Peripheral arterial disease"	"Aurum"	"668731000006114"	"7A41311"	"Femoro-femoral prosthetic cross over graft"	""
"1349"	"Peripheral arterial disease"	"Aurum"	"668741000006116"	"7A48E00"	"Femoro-femoral prosthetic cross over graft"	""
"1350"	"Peripheral arterial disease"	"Aurum"	"6714361000006116"	""	"Arterial bypass of lower extremity artery"	""
"1351"	"Peripheral arterial disease"	"Aurum"	"6961081000006118"	""	"Gangrene associated with type 1 diabetes mellitus"	""
"1352"	"Peripheral arterial disease"	"Aurum"	"6961091000006115"	""	"Gangrene associated with type I diabetes mellitus"	""
"1353"	"Peripheral arterial disease"	"Aurum"	"6961101000006114"	""	"Diabetes type 1 with gangrene"	""
"1354"	"Peripheral arterial disease"	"Aurum"	"6970621000006114"	""	"Peripheral circulatory disorder associated with type 1 diabetes mellitus"	""
"1355"	"Peripheral arterial disease"	"Aurum"	"6970631000006112"	""	"Peripheral circulatory disorder associated with type I diabetes mellitus"	""
"1356"	"Peripheral arterial disease"	"Aurum"	"6975211000006112"	""	"Gangrene associated with type 2 diabetes mellitus"	""
"1357"	"Peripheral arterial disease"	"Aurum"	"6975221000006116"	""	"Gangrene associated with type II diabetes mellitus"	""
"1358"	"Peripheral arterial disease"	"Aurum"	"6980041000006115"	""	"Diabetic peripheral circulatory disorder"	""
"1359"	"Peripheral arterial disease"	"Aurum"	"6985001000006110"	""	"Peripheral circulatory disorder associated with type 2 diabetes mellitus"	""
"1360"	"Peripheral arterial disease"	"Aurum"	"6985011000006113"	""	"Peripheral circulatory disorder associated with type II diabetes mellitus"	""
"1361"	"Peripheral arterial disease"	"Aurum"	"6987011000006115"	""	"Gangrene associated with diabetes mellitus"	""
